Age,Gender,Tenure,MonthlyCharges,Contract,PaymentMethod,TotalCharges,Churn,Prediction,Segment
24,1,16,90.73,2,3,1430.72,0,0,Dormant
64,0,22,63.98,0,2,1322.73,0,0,Dormant
69,0,63,149.0,0,3,9425.01,1,1,At Risk
21,1,27,81.65,2,3,2237.48,0,0,Loyal
51,0,63,96.89,0,3,6099.4,0,0,Loyal
71,1,15,89.09,0,2,1338.01,0,0,Dormant
62,1,17,110.96,0,2,1891.43,1,1,At Risk
61,1,44,63.14,1,1,2812.79,0,0,Loyal
59,0,30,68.27,2,3,2005.31,0,0,Loyal
36,1,4,147.53,0,2,583.61,1,1,At Risk
64,0,62,108.65,0,2,6744.2,1,1,At Risk
66,1,71,129.57,0,0,9250.79,0,0,Loyal
70,0,43,149.26,0,2,6451.29,0,0,Loyal
55,0,53,14.73,2,1,824.26,0,0,Loyal
44,1,3,29.78,0,2,82.47,1,1,At Risk
22,0,53,58.39,1,2,3150.42,0,0,Loyal
70,1,23,72.8,2,2,1724.52,0,0,Dormant
77,1,48,133.38,1,0,6362.11,0,0,Loyal
75,0,2,23.41,1,2,-35.75,1,1,At Risk
30,1,51,40.4,1,1,2083.03,0,0,Loyal
79,1,25,10.02,0,3,296.62,0,0,Loyal
76,1,58,130.67,2,3,7558.26,0,0,Loyal
63,0,25,12.79,0,2,256.48,0,0,Loyal
78,0,9,26.59,1,1,318.89,0,0,Dormant
73,0,69,35.35,0,0,2410.65,0,0,Loyal
31,1,4,106.27,0,2,513.09,1,1,At Risk
47,0,63,85.42,0,2,5298.56,0,0,Loyal
64,1,3,67.49,1,3,243.42,1,1,At Risk
65,0,71,81.07,0,2,5844.45,0,0,Loyal
27,1,17,144.54,1,2,2457.54,1,1,At Risk
49,0,8,40.28,1,3,370.3,1,1,At Risk
18,1,6,20.09,0,3,198.0,0,0,Dormant
41,0,3,13.12,0,2,55.87,1,1,At Risk
46,0,31,17.31,1,3,519.03,0,0,Loyal
60,1,38,52.26,2,3,1975.88,0,0,Loyal
24,0,65,52.41,0,2,3298.31,1,1,At Risk
48,1,66,31.69,0,3,2010.76,0,0,Loyal
34,0,50,133.57,0,3,6709.68,1,1,At Risk
47,0,16,65.09,1,0,989.72,0,0,Dormant
42,0,33,51.27,1,0,1780.86,0,0,Loyal
45,0,20,145.82,0,2,2963.0,1,1,At Risk
53,0,36,125.08,0,0,4534.64,0,0,Loyal
78,1,5,28.53,1,2,99.1,1,1,At Risk
24,1,18,66.46,0,3,1181.94,0,0,Dormant
52,1,70,20.46,2,1,1415.98,0,0,Loyal
73,0,51,18.19,2,2,1004.76,0,0,Loyal
37,1,46,94.49,1,0,4305.48,0,0,Loyal
31,1,47,25.89,1,0,1254.44,0,0,Loyal
67,0,3,51.84,1,0,114.86,1,1,At Risk
67,2,69,146.76,0,3,10108.58,0,0,Loyal
73,0,8,136.63,1,3,1079.29,1,1,At Risk
47,0,11,117.71,0,3,1302.49,1,1,At Risk
73,1,70,146.31,1,3,10308.91,0,1,At Risk
18,0,46,101.35,0,2,4682.28,1,1,At Risk
55,0,38,74.07,0,2,2858.38,1,1,At Risk
58,0,54,98.34,0,3,5357.39,0,0,Loyal
42,1,36,81.33,0,2,2898.9,0,0,Loyal
51,1,2,116.72,1,3,229.24,0,0,Dormant
25,0,29,140.66,0,0,4115.72,0,0,Loyal
73,1,3,37.29,0,1,100.09,1,1,At Risk
37,1,47,65.31,0,3,3051.19,0,0,Loyal
47,0,44,140.17,2,1,6146.27,0,0,Loyal
21,1,20,71.11,0,3,1397.9,0,0,Dormant
38,0,34,142.87,0,1,4911.21,0,0,Loyal
44,0,46,81.08,0,3,3740.34,0,0,Loyal
27,2,6,119.23,0,2,681.79,1,1,At Risk
40,0,38,52.84,0,2,1974.56,1,0,Loyal
50,1,5,108.33,0,2,547.08,1,1,At Risk
28,0,48,147.26,0,0,7123.05,1,1,At Risk
58,0,59,87.81,1,0,5180.63,0,0,Loyal
36,0,51,92.67,1,0,4709.9,0,0,Loyal
28,1,17,16.02,0,2,277.24,0,0,Dormant
21,1,48,92.28,0,0,4363.89,0,0,Loyal
40,0,22,16.5,2,0,279.43,0,0,Dormant
22,0,55,24.74,0,3,1414.72,1,1,At Risk
70,1,10,91.82,1,3,915.29,1,1,At Risk
66,1,51,72.58,0,3,3735.98,1,1,At Risk
67,0,57,45.47,0,1,2617.2,1,1,At Risk
22,0,1,58.54,0,0,75.21,0,0,Dormant
35,0,24,136.94,0,0,3229.27,0,1,At Risk
34,0,49,54.32,0,2,2765.11,0,0,Loyal
75,0,46,50.62,1,2,2394.06,0,0,Loyal
20,0,53,97.17,2,2,5209.52,0,0,Loyal
60,1,23,74.93,0,1,1683.18,0,0,Dormant
66,0,20,139.11,0,3,2777.05,1,0,Dormant
75,0,71,13.99,1,3,1110.22,0,0,Loyal
25,1,42,90.76,1,2,3709.29,0,0,Loyal
73,1,44,56.92,0,2,2566.15,0,0,Loyal
57,1,51,129.36,0,2,6629.58,0,0,Loyal
40,0,41,59.4,0,2,2395.32,0,0,Loyal
40,1,34,39.2,0,3,1325.08,1,0,Loyal
19,0,42,20.84,0,3,908.92,1,1,At Risk
74,0,24,98.4,1,2,2383.73,0,0,Dormant
56,0,24,15.19,0,3,383.53,0,0,Dormant
38,1,56,116.94,1,2,6501.86,1,1,At Risk
69,1,52,61.53,1,3,3219.91,0,0,Loyal
41,0,22,79.23,1,3,1708.85,0,0,Dormant
70,0,11,130.98,2,2,1412.8,1,1,At Risk
55,0,56,75.81,0,3,4197.58,0,0,Loyal
37,0,17,53.36,0,3,869.12,0,0,Dormant
67,0,14,149.67,0,1,2075.43,0,0,Dormant
77,0,37,141.15,1,1,5191.3,0,0,Loyal
56,1,63,103.69,1,2,6517.77,1,1,At Risk
77,0,22,13.75,1,2,316.86,0,0,Dormant
67,1,33,92.02,0,3,2989.88,1,0,Loyal
44,1,64,28.51,0,1,1876.36,0,0,Loyal
61,0,62,118.25,0,2,7351.38,1,1,At Risk
56,1,46,16.46,1,2,675.15,0,0,Loyal
24,1,59,42.48,1,0,2417.73,0,0,Loyal
50,1,20,142.71,2,3,2867.18,0,0,Dormant
46,0,50,129.27,0,3,6530.84,0,1,At Risk
27,0,26,84.71,1,0,2235.02,0,0,Loyal
27,1,22,49.39,1,2,1089.51,0,0,Dormant
29,0,61,44.18,1,2,2683.03,0,0,Loyal
20,1,71,83.82,2,2,6074.62,0,0,Loyal
20,1,52,113.47,0,3,5888.24,1,1,At Risk
30,0,14,71.73,1,0,1039.89,0,0,Dormant
62,1,37,35.05,0,3,1299.77,1,1,At Risk
48,0,54,18.26,0,2,943.62,1,1,At Risk
44,2,54,115.45,2,1,6241.58,0,0,Loyal
23,0,51,85.6,0,3,4323.42,1,1,At Risk
44,0,16,108.58,2,2,1744.33,0,0,Dormant
52,0,36,66.42,1,1,2418.5,0,0,Loyal
77,0,11,30.83,0,0,408.69,1,1,At Risk
64,1,72,52.46,2,2,3716.74,0,0,Loyal
26,1,21,125.31,0,1,2562.03,1,1,At Risk
70,0,30,123.31,0,2,3658.7,1,1,At Risk
23,0,9,60.73,0,2,526.11,1,1,At Risk
23,1,42,87.32,0,2,3689.22,0,0,Loyal
57,1,27,48.79,0,0,1272.6,1,1,At Risk
43,0,35,61.45,0,0,2204.16,0,0,Loyal
60,0,53,149.58,0,0,7927.36,1,1,At Risk
36,0,15,127.99,2,2,1948.63,0,0,Dormant
33,0,42,30.24,0,2,1303.95,0,0,Loyal
58,1,29,94.41,0,2,2802.56,0,0,Loyal
40,1,21,44.33,2,3,984.17,0,0,Dormant
28,1,13,121.23,0,0,1586.21,1,1,At Risk
33,1,64,46.81,1,1,2985.01,0,0,Loyal
46,0,60,72.01,0,0,4344.26,0,0,Loyal
55,0,19,16.95,0,3,279.46,0,0,Dormant
76,0,35,20.48,1,2,701.52,0,0,Loyal
66,1,59,134.24,0,2,7872.46,0,1,At Risk
65,1,4,80.66,1,2,343.88,0,0,Dormant
37,0,35,96.97,0,1,3379.85,0,0,Loyal
38,0,53,97.18,0,2,5251.37,0,0,Loyal
45,0,61,28.64,0,1,1838.9,0,0,Loyal
67,1,55,142.69,0,2,7801.77,0,0,Loyal
50,1,2,106.09,0,2,181.02,1,1,At Risk
67,0,11,69.54,0,0,730.5,1,1,At Risk
57,1,25,54.06,0,2,1314.98,1,1,At Risk
43,1,28,149.9,0,2,4191.71,1,1,At Risk
71,1,42,37.08,1,2,1537.38,0,0,Loyal
27,1,21,14.62,0,1,321.42,0,0,Dormant
51,1,57,82.36,2,3,4598.17,0,0,Loyal
26,0,18,71.02,1,3,1229.78,0,0,Dormant
73,0,23,76.73,2,3,1745.5,0,0,Dormant
53,0,38,118.8,0,0,4519.46,0,0,Loyal
28,1,39,67.89,0,0,2608.57,1,1,At Risk
27,0,36,109.36,2,1,4003.93,0,0,Loyal
63,1,5,18.25,2,1,118.73,0,0,Dormant
24,0,32,42.95,0,2,1417.31,0,0,Loyal
68,1,26,131.62,0,1,3432.15,1,1,At Risk
55,1,1,48.56,2,1,-5.82,1,1,At Risk
33,0,54,49.42,0,2,2644.09,1,1,At Risk
68,0,31,41.03,0,3,1238.47,0,0,Loyal
43,0,21,106.3,2,0,2267.4,0,0,Dormant
49,0,50,118.96,1,2,6004.75,0,0,Loyal
78,0,22,136.47,2,2,2933.68,1,0,Dormant
48,0,65,115.42,0,2,7489.75,1,1,At Risk
68,0,25,137.65,2,0,3546.36,1,1,At Risk
49,0,40,99.04,1,3,4022.78,0,0,Loyal
62,0,35,76.74,0,1,2638.79,0,0,Loyal
29,1,16,115.46,0,2,1805.1,1,1,At Risk
44,1,68,65.83,1,1,4479.19,0,0,Loyal
74,1,59,98.42,0,3,5867.61,0,0,Loyal
39,0,57,57.37,0,3,3279.93,1,1,At Risk
32,1,67,18.82,2,0,1319.03,0,0,Loyal
25,0,15,84.73,0,2,1234.22,0,0,Dormant
21,0,55,38.78,0,2,2041.47,0,0,Loyal
69,0,55,122.07,2,1,6708.27,0,0,Loyal
25,0,44,46.69,2,0,2060.63,0,0,Loyal
40,0,32,48.01,2,2,1480.37,0,0,Loyal
70,1,47,18.14,0,1,840.79,0,0,Loyal
33,1,42,137.41,0,0,5738.34,1,1,At Risk
65,0,63,89.71,1,0,5674.6,0,0,Loyal
51,1,49,38.88,0,2,1868.0,1,1,At Risk
39,0,51,115.4,0,3,5873.96,1,1,At Risk
66,0,51,85.14,0,3,4293.3,0,0,Loyal
40,0,40,104.84,0,2,4206.79,1,1,At Risk
80,1,34,30.85,0,2,994.04,0,0,Loyal
74,0,13,84.57,0,0,1093.75,1,1,At Risk
22,1,19,117.52,0,0,2317.56,1,1,At Risk
54,0,51,30.83,1,2,1576.46,0,0,Loyal
61,1,62,100.5,2,0,6190.11,1,1,At Risk
24,1,66,85.9,0,3,5608.36,0,0,Loyal
54,0,56,66.25,0,2,3701.14,0,0,Loyal
43,0,60,107.42,0,0,6440.64,0,0,Loyal
77,0,35,49.79,0,0,1789.91,0,0,Loyal
45,1,38,136.12,1,0,5185.97,1,1,At Risk
21,0,32,114.2,0,3,3646.5,1,0,Loyal
66,0,34,148.75,0,0,5053.75,1,1,At Risk
49,0,47,149.16,0,0,6945.92,1,1,At Risk
55,1,58,137.31,1,2,7988.37,0,0,Loyal
63,1,64,89.79,1,3,5703.67,0,0,Loyal
26,0,15,117.69,0,1,1740.21,1,1,At Risk
53,1,53,43.48,2,1,2295.65,0,0,Loyal
43,1,49,86.91,0,0,4245.5,0,0,Loyal
28,2,72,29.75,0,2,2162.95,0,0,Loyal
37,1,38,76.52,0,0,2949.38,0,0,Loyal
70,1,66,19.06,0,2,1259.43,0,0,Loyal
80,2,7,24.48,0,0,200.12,1,1,At Risk
65,1,13,65.89,0,2,838.64,0,0,Dormant
80,1,52,105.65,2,3,5481.34,1,1,At Risk
65,1,16,110.49,0,1,1799.98,1,1,At Risk
65,1,62,140.57,1,2,8706.45,0,0,Loyal
55,0,69,74.45,0,2,5137.47,1,1,At Risk
32,1,67,57.6,0,2,3836.7,0,0,Loyal
52,0,23,142.82,0,1,3360.19,0,0,Dormant
26,0,56,45.09,0,0,2497.21,0,0,Loyal
50,0,29,48.29,1,2,1320.0,0,0,Loyal
28,0,38,40.02,0,1,1532.19,0,0,Loyal
39,0,59,106.34,2,2,6184.44,0,0,Loyal
23,1,69,114.1,2,2,7739.93,0,0,Loyal
73,1,14,82.95,0,2,1278.08,0,0,Dormant
54,1,22,103.71,0,2,2224.81,0,1,At Risk
74,0,18,113.49,1,0,2030.4,0,0,Dormant
74,1,72,91.76,1,0,6514.75,0,0,Loyal
77,1,35,18.28,0,3,600.31,0,0,Loyal
67,0,10,139.71,0,0,1410.15,1,1,At Risk
38,1,22,110.72,0,0,2502.07,0,0,Dormant
29,1,68,97.72,0,2,6744.11,0,0,Loyal
24,1,24,10.83,0,2,218.53,0,0,Dormant
19,1,62,149.71,1,1,9278.88,1,1,At Risk
56,0,15,52.56,0,2,860.24,0,0,Dormant
58,0,26,74.67,2,1,1938.87,0,0,Loyal
41,1,24,148.68,0,2,3564.76,0,0,Dormant
43,1,37,120.74,1,2,4446.82,0,0,Loyal
42,0,10,42.52,0,3,423.75,0,0,Dormant
79,1,57,72.75,2,2,4193.41,0,0,Loyal
37,0,37,79.62,0,1,2883.67,0,0,Loyal
57,0,62,130.14,2,1,8031.77,0,0,Loyal
58,1,49,138.18,2,1,6767.88,1,1,At Risk
59,2,24,66.27,1,1,1636.93,0,0,Dormant
61,0,26,36.35,0,3,1016.63,1,1,At Risk
19,1,7,34.48,0,2,235.95,1,1,At Risk
59,1,24,71.44,2,3,1801.98,0,0,Dormant
52,0,39,109.43,0,0,4205.95,0,0,Loyal
50,0,58,41.36,0,0,2353.89,1,1,At Risk
34,1,52,68.69,1,3,3546.26,0,0,Loyal
75,1,54,121.18,0,1,6534.09,1,1,At Risk
80,1,8,105.0,1,1,795.74,1,1,At Risk
39,0,22,120.43,2,1,2656.83,0,0,Dormant
18,1,64,45.76,0,2,2907.86,0,0,Loyal
54,1,36,68.54,1,0,2519.89,0,0,Loyal
47,1,14,104.7,0,1,1491.24,1,1,At Risk
63,1,16,101.26,0,2,1642.31,0,0,Dormant
23,0,63,95.59,0,0,6022.13,0,0,Loyal
58,0,37,60.04,0,2,2227.1,0,0,Loyal
71,1,54,67.36,0,1,3658.72,1,1,At Risk
31,1,53,13.66,0,2,797.77,1,1,At Risk
53,2,26,89.01,0,2,2310.47,0,0,Loyal
50,1,13,46.41,2,2,544.86,0,0,Dormant
55,0,53,91.22,2,1,4810.09,0,0,Loyal
56,2,50,35.64,2,3,1768.21,0,0,Loyal
70,0,8,100.49,0,0,798.42,1,1,At Risk
23,1,50,24.08,0,2,1220.48,1,1,At Risk
43,0,68,55.72,0,0,3766.29,0,0,Loyal
41,1,45,140.26,0,3,6313.64,1,1,At Risk
50,0,12,77.57,0,2,879.13,0,0,Dormant
25,0,70,16.48,0,0,1086.47,0,0,Loyal
61,2,4,112.56,0,2,419.4,1,1,At Risk
78,0,32,12.01,0,2,407.57,1,1,At Risk
60,0,58,20.57,2,0,1244.31,0,0,Loyal
51,1,40,79.3,0,2,3153.26,0,0,Loyal
51,1,11,45.31,1,3,416.28,0,0,Dormant
41,1,66,140.73,2,0,9404.66,0,0,Loyal
19,1,38,61.35,0,2,2403.1,0,0,Loyal
25,0,7,110.53,0,3,746.02,1,1,At Risk
70,0,28,120.36,2,1,3341.39,1,1,At Risk
42,0,51,100.21,2,2,5115.82,0,0,Loyal
74,1,40,71.91,1,2,2832.4,0,0,Loyal
47,0,61,29.79,0,2,1810.52,0,0,Loyal
49,0,30,30.5,2,0,930.83,0,0,Loyal
73,0,53,48.8,2,0,2634.76,0,0,Loyal
47,0,24,50.43,1,3,1264.84,0,0,Dormant
74,1,8,18.88,1,1,152.81,1,1,At Risk
24,1,10,96.01,1,1,901.22,1,1,At Risk
65,1,48,29.71,2,2,1494.0,0,0,Loyal
41,1,16,62.53,1,1,943.88,0,0,Dormant
71,0,18,68.58,0,3,1287.27,1,1,At Risk
80,1,40,103.99,0,3,4193.31,1,1,At Risk
26,1,33,28.13,0,2,933.19,0,0,Loyal
33,0,19,55.7,1,3,1061.11,0,0,Dormant
19,1,66,104.53,0,0,6877.09,0,0,Loyal
52,1,26,134.36,2,1,3528.92,0,0,Loyal
51,1,36,90.96,0,3,3329.16,0,0,Loyal
80,1,70,81.32,0,0,5771.02,1,1,At Risk
39,1,18,15.13,2,0,283.13,0,0,Dormant
36,1,49,69.1,1,2,3347.72,0,0,Loyal
76,1,10,121.56,0,1,1250.08,1,1,At Risk
66,1,67,104.93,0,2,7061.06,0,0,Loyal
69,1,37,92.68,1,1,3462.12,0,0,Loyal
38,0,40,134.26,0,1,5406.97,0,0,Loyal
29,0,42,47.21,2,1,1998.04,0,0,Loyal
28,0,33,75.24,1,2,2493.18,0,0,Loyal
69,1,31,39.18,1,0,1157.06,0,0,Loyal
71,0,28,122.48,0,3,3429.43,1,1,At Risk
36,0,49,122.37,0,2,5951.56,0,0,Loyal
75,0,8,96.11,0,3,743.53,1,1,At Risk
23,1,9,37.61,2,3,330.19,1,1,At Risk
59,0,67,30.19,1,2,2043.3,0,0,Loyal
31,1,39,46.46,0,3,1843.22,0,0,Loyal
50,1,23,52.26,0,3,1198.44,0,0,Dormant
64,0,45,86.38,0,2,3866.86,0,0,Loyal
55,0,28,93.48,0,1,2600.75,0,0,Loyal
30,0,40,91.46,1,0,3674.29,0,0,Loyal
73,0,2,35.47,2,2,27.24,1,1,At Risk
43,0,51,34.5,1,3,1836.88,0,0,Loyal
31,1,20,58.53,1,0,1269.32,0,0,Dormant
62,0,34,86.05,0,3,2932.96,0,0,Loyal
41,1,52,62.51,0,3,3418.2,1,0,Loyal
65,0,30,139.82,0,1,4204.73,1,1,At Risk
18,0,28,90.47,0,2,2467.89,1,1,At Risk
63,0,49,61.28,0,1,3127.85,0,0,Loyal
80,2,41,14.36,0,3,545.96,1,1,At Risk
62,1,2,90.33,1,2,129.98,1,1,At Risk
72,1,65,12.04,0,1,690.47,0,0,Loyal
47,1,43,117.81,1,2,5097.03,1,1,At Risk
27,0,39,131.65,1,2,5215.92,0,0,Loyal
27,0,11,53.87,0,2,592.66,1,1,At Risk
45,0,64,114.48,2,2,7316.17,1,1,At Risk
21,0,35,63.48,1,0,2305.24,0,0,Loyal
31,0,64,18.49,2,0,1171.82,0,0,Loyal
29,1,6,71.23,0,0,446.97,1,1,At Risk
71,1,46,22.61,1,1,1078.68,0,0,Loyal
55,1,48,26.17,0,3,1167.24,0,0,Loyal
64,0,2,64.48,2,3,137.76,0,0,Dormant
54,0,63,139.87,0,2,8813.33,1,1,At Risk
27,1,46,129.89,0,0,5993.62,1,1,At Risk
58,1,18,44.96,0,3,812.89,0,0,Dormant
44,0,7,86.33,0,1,611.71,0,0,Dormant
59,0,42,67.31,1,2,2758.78,0,0,Loyal
73,0,7,66.58,1,0,524.2,0,0,Dormant
29,1,70,23.59,0,2,1707.57,0,0,Loyal
39,0,61,111.96,0,0,6865.17,0,0,Loyal
21,0,32,111.17,1,2,3581.07,0,0,Loyal
46,0,17,11.38,0,1,227.64,0,0,Dormant
53,1,39,60.11,1,0,2321.67,0,0,Loyal
62,0,30,29.19,0,1,886.41,1,1,At Risk
74,0,53,78.98,0,3,4158.57,1,1,At Risk
31,1,57,70.49,1,1,4046.8,0,0,Loyal
29,1,2,41.87,0,2,48.71,0,0,Dormant
62,1,42,104.71,0,3,4294.17,1,1,At Risk
37,1,62,43.1,2,2,2706.85,0,0,Loyal
62,2,64,53.44,0,0,3428.7,0,0,Loyal
40,0,9,41.92,2,2,406.28,1,1,At Risk
79,1,64,26.01,2,3,1674.24,0,0,Loyal
39,0,51,27.4,2,3,1433.38,0,0,Loyal
51,0,5,99.86,1,0,525.74,1,1,At Risk
38,2,55,62.17,0,2,3451.03,0,0,Loyal
68,1,18,122.36,0,3,2188.99,0,1,At Risk
26,0,1,127.15,0,2,87.98,1,1,At Risk
27,0,68,32.51,2,2,2310.67,0,0,Loyal
66,0,17,37.35,2,1,665.97,0,0,Dormant
27,0,2,58.88,0,3,90.44,1,1,At Risk
69,1,50,83.77,0,1,4176.23,0,0,Loyal
62,0,31,70.3,0,3,2164.07,0,0,Loyal
69,0,38,19.18,0,3,725.81,0,0,Loyal
74,0,71,10.67,0,0,848.86,0,0,Loyal
47,0,2,135.44,1,3,368.37,1,1,At Risk
50,1,40,125.45,1,2,4962.85,1,0,Loyal
19,1,57,93.33,0,0,5389.62,1,1,At Risk
66,0,60,21.99,0,3,1418.73,0,0,Loyal
49,0,7,63.43,1,0,477.59,1,1,At Risk
62,1,20,73.97,1,1,1529.52,0,0,Dormant
34,0,5,95.98,0,0,386.46,1,1,At Risk
45,0,11,74.06,0,0,846.82,1,1,At Risk
79,1,8,79.49,1,1,739.17,0,0,Dormant
62,0,9,14.83,1,1,142.83,0,0,Dormant
34,1,33,30.07,0,1,986.88,0,0,Loyal
68,2,6,34.39,0,0,125.97,0,0,Dormant
76,1,7,111.62,0,2,775.94,1,1,At Risk
31,0,15,63.36,2,1,915.03,0,0,Dormant
69,2,59,125.0,1,0,7386.81,1,1,At Risk
27,1,50,128.81,2,3,6486.05,0,0,Loyal
51,0,35,74.98,1,2,2591.18,0,0,Loyal
31,0,27,11.13,1,3,327.61,0,0,Loyal
34,0,19,148.81,0,2,2804.45,0,0,Dormant
54,0,71,140.25,0,2,9971.13,1,1,At Risk
39,0,4,124.54,1,2,437.23,0,0,Dormant
35,1,35,69.87,0,3,2461.98,0,0,Loyal
52,1,45,141.35,1,3,6249.04,0,0,Loyal
65,1,51,94.58,2,1,4768.19,0,0,Loyal
75,1,18,34.0,0,3,680.28,0,0,Dormant
68,1,11,133.58,0,3,1406.48,1,1,At Risk
35,0,8,37.3,0,3,318.89,0,0,Dormant
69,1,22,58.89,2,0,1256.34,0,0,Dormant
47,1,66,20.68,0,1,1261.85,0,0,Loyal
54,0,67,48.64,0,2,3205.45,0,0,Loyal
57,0,18,12.13,0,3,203.85,1,1,At Risk
23,1,26,72.44,1,0,1803.69,0,0,Loyal
32,0,70,97.81,0,1,6747.57,0,0,Loyal
74,0,29,143.77,0,2,4161.97,1,1,At Risk
52,0,13,106.78,0,2,1378.42,1,1,At Risk
43,1,39,100.57,1,3,3868.62,0,0,Loyal
58,0,14,65.48,0,2,935.08,0,0,Dormant
44,1,54,38.95,0,2,2226.99,1,1,At Risk
47,0,25,45.63,0,3,1077.0,0,0,Loyal
28,0,47,10.94,2,1,598.57,0,0,Loyal
69,0,50,57.14,0,1,2825.29,1,1,At Risk
41,0,55,134.62,0,0,7463.41,1,0,Loyal
75,1,50,66.36,0,1,3300.25,0,0,Loyal
72,1,53,93.96,0,3,4996.74,0,0,Loyal
31,1,38,63.11,0,3,2380.41,0,0,Loyal
40,0,47,90.11,0,3,4233.01,0,0,Loyal
26,0,40,127.01,0,1,5161.79,1,1,At Risk
59,0,5,147.28,1,2,816.73,1,1,At Risk
79,1,50,60.83,2,2,3092.8,0,0,Loyal
64,1,14,81.95,0,3,1090.13,0,0,Dormant
35,1,17,111.48,1,2,1841.15,0,0,Dormant
70,1,19,49.96,0,2,873.13,0,0,Dormant
68,0,69,62.21,0,0,4291.51,1,1,At Risk
56,0,61,117.54,0,3,7180.91,0,0,Loyal
36,0,38,147.72,0,3,5609.3,1,1,At Risk
22,1,33,137.52,2,2,4491.33,0,0,Loyal
70,1,65,28.3,0,2,1856.89,0,0,Loyal
35,1,59,139.23,0,2,8183.97,1,1,At Risk
76,1,53,122.5,0,0,6428.48,1,1,At Risk
50,1,49,29.8,0,3,1440.95,1,1,At Risk
61,0,12,62.86,1,0,715.32,0,0,Dormant
55,1,15,132.61,0,1,2063.45,0,1,At Risk
30,1,45,38.35,0,0,1743.94,0,0,Loyal
66,2,9,103.26,0,0,934.35,1,1,At Risk
26,2,64,124.95,0,2,7965.32,1,1,At Risk
43,0,28,134.9,0,1,3841.18,0,0,Loyal
70,1,46,60.82,0,3,2789.56,0,0,Loyal
18,1,17,130.43,0,1,2278.83,1,1,At Risk
29,1,49,121.86,1,3,6009.22,0,0,Loyal
41,1,8,108.31,1,0,832.32,0,0,Dormant
18,1,51,47.34,1,3,2480.16,0,0,Loyal
21,1,26,109.01,1,1,2806.2,0,0,Loyal
24,0,11,144.5,1,1,1670.86,0,0,Dormant
69,0,30,25.55,0,2,886.52,1,1,At Risk
45,1,39,27.87,0,2,1148.11,0,0,Loyal
54,0,66,127.87,2,2,8293.41,1,1,At Risk
72,1,11,65.29,0,3,654.33,1,1,At Risk
69,0,5,35.16,1,2,126.63,0,0,Dormant
22,0,67,95.88,2,0,6456.17,0,0,Loyal
56,0,70,28.18,0,0,1941.9,0,0,Loyal
49,1,44,125.39,1,0,5534.64,1,1,At Risk
66,1,25,58.31,0,2,1395.04,0,0,Loyal
48,0,26,140.33,2,0,3553.19,1,1,At Risk
61,1,62,144.78,0,1,9003.28,1,1,At Risk
32,1,70,34.99,2,0,2457.36,0,0,Loyal
20,1,57,94.3,2,3,5418.66,0,0,Loyal
66,0,54,98.93,2,3,5330.79,0,0,Loyal
63,0,5,63.76,0,1,378.4,0,0,Dormant
64,0,15,41.97,0,3,638.32,1,1,At Risk
64,0,57,109.56,2,2,6130.88,0,0,Loyal
32,2,43,127.72,0,1,5517.52,1,1,At Risk
68,2,53,60.92,0,3,3290.86,0,0,Loyal
60,1,15,140.72,1,2,1986.47,1,1,At Risk
35,0,65,12.87,0,3,833.32,0,0,Loyal
38,0,37,66.02,0,1,2380.37,1,1,At Risk
27,1,2,117.0,2,2,171.4,1,1,At Risk
38,0,68,102.85,0,2,6959.37,0,0,Loyal
43,0,15,79.35,0,1,1307.66,0,0,Dormant
58,1,60,104.42,0,1,6317.31,0,0,Loyal
73,0,54,96.72,1,2,5203.88,0,0,Loyal
20,1,66,95.07,1,2,6179.1,0,0,Loyal
18,0,45,88.23,0,1,3982.89,0,0,Loyal
38,1,58,115.55,0,1,6624.31,1,1,At Risk
28,0,17,101.43,2,2,1780.06,0,0,Dormant
33,0,43,128.98,0,3,5473.0,0,0,Loyal
52,1,11,93.51,0,0,971.64,1,1,At Risk
38,0,63,131.37,0,2,8319.15,0,0,Loyal
58,1,48,50.6,2,0,2478.6,0,0,Loyal
28,0,11,110.04,0,0,1212.95,1,1,At Risk
79,1,1,139.02,0,1,207.69,1,1,At Risk
48,1,44,10.53,0,2,408.7,0,0,Loyal
66,1,28,72.86,1,3,1976.76,0,0,Loyal
18,0,51,94.81,0,2,4844.32,0,0,Loyal
58,0,51,40.54,2,3,1991.57,0,0,Loyal
49,0,50,120.16,0,1,6037.38,1,1,At Risk
20,1,8,115.33,1,2,886.81,1,1,At Risk
77,0,71,30.15,0,2,2124.19,0,0,Loyal
80,1,62,130.64,0,2,8142.36,1,1,At Risk
49,1,48,73.97,0,0,3645.22,0,0,Loyal
59,2,57,87.35,0,0,5007.97,0,0,Loyal
22,0,58,116.15,1,2,6782.08,0,0,Loyal
74,1,19,24.08,1,0,461.81,0,0,Dormant
60,1,70,14.22,1,0,1056.72,0,0,Loyal
54,0,53,86.6,2,2,4672.5,0,0,Loyal
29,1,39,136.81,0,2,5317.99,1,1,At Risk
31,1,28,62.82,1,2,1724.74,0,0,Loyal
61,1,51,89.74,0,2,4547.8,1,0,Loyal
68,2,21,70.93,0,1,1408.64,1,0,Dormant
26,1,4,124.39,2,2,484.56,1,1,At Risk
77,0,62,30.63,0,2,1967.59,0,0,Loyal
24,0,13,140.59,0,3,1887.64,1,1,At Risk
33,0,70,101.66,1,2,7162.16,0,1,At Risk
45,0,49,135.39,0,2,6627.79,1,1,At Risk
